id,CustomerId,Surname,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Balance_Active,CreditScore,Age,Balance,CreditScore^2,CreditScore Age,CreditScore Balance,Age^2,Age Balance,Balance^2
0,15778838.0,Mazzanti,-1.0511491808243305,0,0.1382036843239898,1.06699963993865,1.3894674277776715,-1.1187058779141026,1.0,0.0,0.2921164284001392,True,False,0.0,-1.0511491808243305,0.1382036843239898,1.3894674277776715,338724.0,22698.0,73061084.82,1521.0,4895845.89,15758913200.940098
1,15788151.0,Burtch,1.1806875567360657,0,-1.0856319995179418,0.7078372459913462,-0.7157316973440934,0.7701491613375337,1.0,1.0,-0.530855625978355,False,False,0.0,1.1806875567360657,-1.0856319995179418,-0.7157316973440934,553536.0,21576.0,0.0,841.0,0.0,0.0
2,15588928.0,Frolov,1.2909017166155914,1,-0.7184812943653622,-0.728812329797869,-0.7157316973440934,0.7701491613375337,0.0,0.0,0.1756121247827883,False,True,0.0,1.2909017166155914,-0.7184812943653622,-0.7157316973440934,565504.0,24064.0,0.0,1024.0,0.0,0.0
3,15694890.0,Lu,1.2495714066607693,0,1.973957210086887,0.7078372459913462,0.6747671853473677,0.7701491613375337,1.0,1.0,0.302113492280906,True,False,82916.43,1.2495714066607693,1.973957210086887,0.6747671853473677,561001.0,40446.0,62104406.06999999,2916.0,4477487.22,6875134363.944899
4,15742841.0,Macleod,1.5388835763445243,1,0.6277379578607624,-1.0879747237451727,-0.7157316973440934,0.7701491613375337,1.0,0.0,0.8688526360604116,False,True,0.0,1.5388835763445243,0.6277379578607624,-0.7157316973440934,592900.0,33110.0,0.0,1849.0,0.0,0.0
5,15643966.0,Iadanza,-1.4231219704177298,0,-1.452782704670521,0.7078372459913462,-0.7157316973440934,0.7701491613375337,1.0,0.0,-0.1658385314525963,False,True,0.0,-1.4231219704177298,-1.452782704670521,-0.7157316973440934,308025.0,14430.0,0.0,676.0,0.0,0.0
6,15592326.0,Kaur,-1.4368987404026705,0,1.851573641702694,-0.3696499358505652,-0.7157316973440934,-1.1187058779141026,1.0,0.0,-0.5786872752405154,False,False,0.0,-1.4368987404026705,1.851573641702694,-0.7157316973440934,306916.0,29362.0,0.0,2809.0,0.0,0.0
7,15568429.0,T'ien,1.3460087965553544,1,0.1382036843239898,0.3486748520440424,-0.7157316973440934,0.7701491613375337,0.0,0.0,0.7636535075730239,False,True,0.0,1.3460087965553544,0.1382036843239898,-0.7157316973440934,571536.0,29484.0,0.0,1521.0,0.0,0.0
8,15682576.0,Yobachukwu,1.552660346329465,1,0.38297082109237607,1.06699963993865,1.5101378086687405,-1.1187058779141026,0.0,0.0,1.2899899664970282,False,False,0.0,1.552660346329465,0.38297082109237607,1.5101378086687405,594441.0,31611.0,102334961.07000001,1681.0,5441936.970000001,17617298028.228905
9,15697360.0,Lucchese,0.8224915371276071,1,-0.47371415759697594,1.4261620338859538,-0.7157316973440934,0.7701491613375337,1.0,1.0,-2.3732592346346455,False,False,0.0,0.8224915371276071,-0.47371415759697594,-0.7157316973440934,515524.0,24412.0,0.0,1156.0,0.0,0.0
10,15598883.0,Ku,1.07047339685654,0,0.8725050946291487,-0.3696499358505652,0.7050125089807923,-1.1187058779141026,0.0,1.0,1.225905699676606,True,False,84719.98,1.07047339685654,0.8725050946291487,0.7050125089807923,541696.0,33120.0,62353905.279999994,2025.0,3812399.0999999996,7177475011.200399
11,15783025.0,Onwumelu,-0.22454298172788745,1,-0.10656345244439651,0.3486748520440424,1.4280889728900807,-1.1187058779141026,1.0,0.0,0.44853581417486166,False,False,0.0,-0.22454298172788745,-0.10656345244439651,1.4280889728900807,412164.0,23754.0,82071700.67999999,1369.0,4729988.9799999995,16342436633.251598
12,15733114.0,T'ien,-0.7067299312008125,1,-0.47371415759697594,1.06699963993865,-0.7157316973440934,0.7701491613375337,0.0,1.0,-1.2540005316626939,False,False,0.0,-0.7067299312008125,-0.47371415759697594,-0.7157316973440934,368449.0,20638.0,0.0,1156.0,0.0,0.0
13,15807595.0,T'ien,0.974036006961955,1,-0.7184812943653622,0.3486748520440424,-0.7157316973440934,0.7701491613375337,1.0,1.0,1.1625623955862847,False,False,0.0,0.974036006961955,-0.7184812943653622,-0.7157316973440934,531441.0,23328.0,0.0,1024.0,0.0,0.0
14,15803801.0,Niu,-0.196989441758006,0,1.2396557997817281,-1.0879747237451727,-0.7157316973440934,0.7701491613375337,1.0,0.0,1.3104150040787657,False,False,0.0,-0.196989441758006,1.2396557997817281,-0.7157316973440934,414736.0,30912.0,0.0,2304.0,0.0,0.0
15,15800228.0,Udegbulam,0.32652781766974126,0,-0.22894702082858967,-0.010487541903261392,-0.7157316973440934,-1.1187058779141026,1.0,1.0,-0.9886945631971957,False,False,0.0,0.32652781766974126,-0.22894702082858967,-0.7157316973440934,465124.0,24552.0,0.0,1296.0,0.0,0.0
16,15797910.0,H?,-0.6240693112911683,1,-0.22894702082858967,1.06699963993865,-0.7157316973440934,0.7701491613375337,1.0,1.0,0.6960942749715168,False,False,0.0,-0.6240693112911683,-0.22894702082858967,-0.7157316973440934,375769.0,22068.0,0.0,1296.0,0.0,0.0
17,15591035.0,Tsao,-2.0706301597099435,1,-0.3513305892127828,-0.728812329797869,-0.7157316973440934,0.7701491613375337,0.0,1.0,0.08867271752410827,False,True,0.0,-2.0706301597099435,-0.3513305892127828,-0.7157316973440934,258064.0,17780.0,0.0,1225.0,0.0,0.0
18,15652981.0,Nwankwo,1.3597855665402951,1,-0.10656345244439651,-0.010487541903261392,-0.7157316973440934,0.7701491613375337,1.0,1.0,-0.619350791282443,False,False,0.0,1.3597855665402951,-0.10656345244439651,-0.7157316973440934,573049.0,28009.0,0.0,1369.0,0.0,0.0
19,15708714.0,Chiu,0.7398309172179628,1,-0.7184812943653622,-1.4471371176924765,-0.7157316973440934,0.7701491613375337,1.0,1.0,-2.4185878274144272,False,False,0.0,0.7398309172179628,-0.7184812943653622,-0.7157316973440934,506944.0,22784.0,0.0,1024.0,0.0,0.0
20,15592222.0,Calabrese,-0.07299851189353955,1,-1.330399136286328,-0.728812329797869,1.5075565881793405,0.7701491613375337,1.0,1.0,-1.4189803222643864,True,False,132576.25,-0.07299851189353955,-1.330399136286328,1.5075565881793405,426409.0,17631.0,86572291.25,729.0,3579558.75,17576462064.0625
21,15686913.0,H?,0.31275104768480055,1,-0.9632484311337486,-1.0879747237451727,-0.7157316973440934,0.7701491613375337,0.0,1.0,1.3839656630737875,False,False,0.0,0.31275104768480055,-0.9632484311337486,-0.7157316973440934,463761.0,20430.0,0.0,900.0,0.0,0.0
22,15640034.0,Ts'ui,-0.9133814809749233,1,0.26058725270818295,1.06699963993865,-0.7157316973440934,0.7701491613375337,1.0,0.0,0.7210734206734626,False,False,0.0,-0.9133814809749233,0.26058725270818295,-0.7157316973440934,350464.0,23680.0,0.0,1600.0,0.0,0.0
23,15776629.0,Ebelegbulam,-0.9133814809749233,0,0.015820115939796642,0.7078372459913462,1.2411238880054138,-1.1187058779141026,0.0,0.0,-1.282012746333674,True,False,0.0,-0.9133814809749233,0.015820115939796642,1.2411238880054138,350464.0,22496.0,69079698.56,1444.0,4434169.84,13616248040.142399
24,15799785.0,Chiagoziem,-1.8639786099358329,1,-0.10656345244439651,0.7078372459913462,-0.7157316973440934,0.7701491613375337,0.0,1.0,1.0766570840001597,False,False,0.0,-1.8639786099358329,-0.10656345244439651,-0.7157316973440934,273529.0,19351.0,0.0,1369.0,0.0,0.0
25,15596800.0,Martin,0.6985006072631407,1,0.38297082109237607,1.06699963993865,1.6933719298418577,-1.1187058779141026,0.0,1.0,0.01906726756118352,True,False,143656.55,0.6985006072631407,0.38297082109237607,1.6933719298418577,502681.0,29069.0,101852493.94999999,1681.0,5889918.55,20637204357.902496
